Date,Year,Quarter,Quarter_Number,Month_Number,Month_Name,Month_Short,Week_Number,Day_Of_Month,Day_Of_Week_Number,Day_Name,Is_Weekend,Season_Name
2025-09-28,2025,Q3,3,9,September,Sep,39,28,7,Sunday,1,Monsoon/Summer
2025-09-29,2025,Q3,3,9,September,Sep,40,29,1,Monday,0,Monsoon/Summer
2025-09-30,2025,Q3,3,9,September,Sep,40,30,2,Tuesday,0,Monsoon/Summer
2025-10-01,2025,Q4,4,10,October,Oct,40,1,3,Wednesday,0,Festive Q4
2025-10-02,2025,Q4,4,10,October,Oct,40,2,4,Thursday,0,Festive Q4
2025-10-03,2025,Q4,4,10,October,Oct,40,3,5,Friday,0,Festive Q4
2025-10-04,2025,Q4,4,10,October,Oct,40,4,6,Saturday,1,Festive Q4
2025-10-05,2025,Q4,4,10,October,Oct,40,5,7,Sunday,1,Festive Q4
2025-10-06,2025,Q4,4,10,October,Oct,41,6,1,Monday,0,Festive Q4
2025-10-07,2025,Q4,4,10,October,Oct,41,7,2,Tuesday,0,Festive Q4
2025-10-08,2025,Q4,4,10,October,Oct,41,8,3,Wednesday,0,Festive Q4
2025-10-09,2025,Q4,4,10,October,Oct,41,9,4,Thursday,0,Festive Q4
2025-10-10,2025,Q4,4,10,October,Oct,41,10,5,Friday,0,Festive Q4
2025-10-11,2025,Q4,4,10,October,Oct,41,11,6,Saturday,1,Festive Q4
2025-10-12,2025,Q4,4,10,October,Oct,41,12,7,Sunday,1,Festive Q4
2025-10-13,2025,Q4,4,10,October,Oct,42,13,1,Monday,0,Festive Q4
2025-10-14,2025,Q4,4,10,October,Oct,42,14,2,Tuesday,0,Festive Q4
2025-10-15,2025,Q4,4,10,October,Oct,42,15,3,Wednesday,0,Festive Q4
2025-10-16,2025,Q4,4,10,October,Oct,42,16,4,Thursday,0,Festive Q4
2025-10-17,2025,Q4,4,10,October,Oct,42,17,5,Friday,0,Festive Q4
2025-10-18,2025,Q4,4,10,October,Oct,42,18,6,Saturday,1,Festive Q4
2025-10-19,2025,Q4,4,10,October,Oct,42,19,7,Sunday,1,Festive Q4
2025-10-20,2025,Q4,4,10,October,Oct,43,20,1,Monday,0,Festive Q4
2025-10-21,2025,Q4,4,10,October,Oct,43,21,2,Tuesday,0,Festive Q4
2025-10-22,2025,Q4,4,10,October,Oct,43,22,3,Wednesday,0,Festive Q4
2025-10-23,2025,Q4,4,10,October,Oct,43,23,4,Thursday,0,Festive Q4
2025-10-24,2025,Q4,4,10,October,Oct,43,24,5,Friday,0,Festive Q4
2025-10-25,2025,Q4,4,10,October,Oct,43,25,6,Saturday,1,Festive Q4
2025-10-26,2025,Q4,4,10,October,Oct,43,26,7,Sunday,1,Festive Q4
2025-10-27,2025,Q4,4,10,October,Oct,44,27,1,Monday,0,Festive Q4
2025-10-28,2025,Q4,4,10,October,Oct,44,28,2,Tuesday,0,Festive Q4
2025-10-29,2025,Q4,4,10,October,Oct,44,29,3,Wednesday,0,Festive Q4
2025-10-30,2025,Q4,4,10,October,Oct,44,30,4,Thursday,0,Festive Q4
2025-10-31,2025,Q4,4,10,October,Oct,44,31,5,Friday,0,Festive Q4
2025-11-01,2025,Q4,4,11,November,Nov,44,1,6,Saturday,1,Festive Q4
2025-11-02,2025,Q4,4,11,November,Nov,44,2,7,Sunday,1,Festive Q4
2025-11-03,2025,Q4,4,11,November,Nov,45,3,1,Monday,0,Festive Q4
2025-11-04,2025,Q4,4,11,November,Nov,45,4,2,Tuesday,0,Festive Q4
2025-11-05,2025,Q4,4,11,November,Nov,45,5,3,Wednesday,0,Festive Q4
2025-11-06,2025,Q4,4,11,November,Nov,45,6,4,Thursday,0,Festive Q4
2025-11-07,2025,Q4,4,11,November,Nov,45,7,5,Friday,0,Festive Q4
2025-11-08,2025,Q4,4,11,November,Nov,45,8,6,Saturday,1,Festive Q4
2025-11-09,2025,Q4,4,11,November,Nov,45,9,7,Sunday,1,Festive Q4
2025-11-10,2025,Q4,4,11,November,Nov,46,10,1,Monday,0,Festive Q4
2025-11-11,2025,Q4,4,11,November,Nov,46,11,2,Tuesday,0,Festive Q4
2025-11-12,2025,Q4,4,11,November,Nov,46,12,3,Wednesday,0,Festive Q4
2025-11-13,2025,Q4,4,11,November,Nov,46,13,4,Thursday,0,Festive Q4
2025-11-14,2025,Q4,4,11,November,Nov,46,14,5,Friday,0,Festive Q4
2025-11-15,2025,Q4,4,11,November,Nov,46,15,6,Saturday,1,Festive Q4
2025-11-16,2025,Q4,4,11,November,Nov,46,16,7,Sunday,1,Festive Q4
2025-11-17,2025,Q4,4,11,November,Nov,47,17,1,Monday,0,Festive Q4
2025-11-18,2025,Q4,4,11,November,Nov,47,18,2,Tuesday,0,Festive Q4
2025-11-19,2025,Q4,4,11,November,Nov,47,19,3,Wednesday,0,Festive Q4
2025-11-20,2025,Q4,4,11,November,Nov,47,20,4,Thursday,0,Festive Q4
2025-11-21,2025,Q4,4,11,November,Nov,47,21,5,Friday,0,Festive Q4
2025-11-22,2025,Q4,4,11,November,Nov,47,22,6,Saturday,1,Festive Q4
2025-11-23,2025,Q4,4,11,November,Nov,47,23,7,Sunday,1,Festive Q4
2025-11-24,2025,Q4,4,11,November,Nov,48,24,1,Monday,0,Festive Q4
2025-11-25,2025,Q4,4,11,November,Nov,48,25,2,Tuesday,0,Festive Q4
2025-11-26,2025,Q4,4,11,November,Nov,48,26,3,Wednesday,0,Festive Q4
2025-11-27,2025,Q4,4,11,November,Nov,48,27,4,Thursday,0,Festive Q4
2025-11-28,2025,Q4,4,11,November,Nov,48,28,5,Friday,0,Festive Q4
2025-11-29,2025,Q4,4,11,November,Nov,48,29,6,Saturday,1,Festive Q4
2025-11-30,2025,Q4,4,11,November,Nov,48,30,7,Sunday,1,Festive Q4
2025-12-01,2025,Q4,4,12,December,Dec,49,1,1,Monday,0,Festive Q4
2025-12-02,2025,Q4,4,12,December,Dec,49,2,2,Tuesday,0,Festive Q4
2025-12-03,2025,Q4,4,12,December,Dec,49,3,3,Wednesday,0,Festive Q4
2025-12-04,2025,Q4,4,12,December,Dec,49,4,4,Thursday,0,Festive Q4
2025-12-05,2025,Q4,4,12,December,Dec,49,5,5,Friday,0,Festive Q4
2025-12-06,2025,Q4,4,12,December,Dec,49,6,6,Saturday,1,Festive Q4
2025-12-07,2025,Q4,4,12,December,Dec,49,7,7,Sunday,1,Festive Q4
2025-12-08,2025,Q4,4,12,December,Dec,50,8,1,Monday,0,Festive Q4
2025-12-09,2025,Q4,4,12,December,Dec,50,9,2,Tuesday,0,Festive Q4
2025-12-10,2025,Q4,4,12,December,Dec,50,10,3,Wednesday,0,Festive Q4
2025-12-11,2025,Q4,4,12,December,Dec,50,11,4,Thursday,0,Festive Q4
2025-12-12,2025,Q4,4,12,December,Dec,50,12,5,Friday,0,Festive Q4
2025-12-13,2025,Q4,4,12,December,Dec,50,13,6,Saturday,1,Festive Q4
2025-12-14,2025,Q4,4,12,December,Dec,50,14,7,Sunday,1,Festive Q4
2025-12-15,2025,Q4,4,12,December,Dec,51,15,1,Monday,0,Festive Q4
2025-12-16,2025,Q4,4,12,December,Dec,51,16,2,Tuesday,0,Festive Q4
2025-12-17,2025,Q4,4,12,December,Dec,51,17,3,Wednesday,0,Festive Q4
2025-12-18,2025,Q4,4,12,December,Dec,51,18,4,Thursday,0,Festive Q4
2025-12-19,2025,Q4,4,12,December,Dec,51,19,5,Friday,0,Festive Q4
2025-12-20,2025,Q4,4,12,December,Dec,51,20,6,Saturday,1,Festive Q4
2025-12-21,2025,Q4,4,12,December,Dec,51,21,7,Sunday,1,Festive Q4
2025-12-22,2025,Q4,4,12,December,Dec,52,22,1,Monday,0,Festive Q4
2025-12-23,2025,Q4,4,12,December,Dec,52,23,2,Tuesday,0,Festive Q4
2025-12-24,2025,Q4,4,12,December,Dec,52,24,3,Wednesday,0,Festive Q4
2025-12-25,2025,Q4,4,12,December,Dec,52,25,4,Thursday,0,Festive Q4
2025-12-26,2025,Q4,4,12,December,Dec,52,26,5,Friday,0,Festive Q4
2025-12-27,2025,Q4,4,12,December,Dec,52,27,6,Saturday,1,Festive Q4
2025-12-28,2025,Q4,4,12,December,Dec,52,28,7,Sunday,1,Festive Q4
2025-12-29,2025,Q4,4,12,December,Dec,1,29,1,Monday,0,Festive Q4
2025-12-30,2025,Q4,4,12,December,Dec,1,30,2,Tuesday,0,Festive Q4
2025-12-31,2025,Q4,4,12,December,Dec,1,31,3,Wednesday,0,Festive Q4
